T,Vdot,CA_in,CB_in,CY_in,CZ_in,CY_out
320.0,100.0,5.0,2.5,0.5,5.0,2.2
320.0,100.0,5.0,2.5,1.0,0.5,3.28
320.0,100.0,5.0,2.5,1.0,1.0,3.21
320.0,100.0,5.0,2.5,1.0,2.5,3.02
320.0,100.0,5.0,2.5,1.0,5.0,2.71
320.0,100.0,5.0,2.5,2.5,0.5,4.77
320.0,100.0,5.0,2.5,2.5,1.0,4.71
320.0,100.0,5.0,2.5,2.5,2.5,4.52
320.0,100.0,5.0,2.5,2.5,5.0,4.2
320.0,100.0,5.0,2.5,5.0,0.5,7.28
320.0,100.0,5.0,2.5,5.0,1.0,7.21
320.0,100.0,5.0,2.5,5.0,2.5,7.02
320.0,100.0,5.0,2.5,5.0,5.0,6.7
320.0,100.0,5.0,5.0,0.5,0.5,4.06
320.0,100.0,5.0,5.0,0.5,1.0,3.95
320.0,100.0,5.0,5.0,0.5,2.5,3.64
320.0,100.0,5.0,5.0,0.5,5.0,3.17
320.0,100.0,5.0,5.0,1.0,0.5,4.57
320.0,100.0,5.0,5.0,1.0,1.0,4.46
320.0,100.0,5.0,5.0,1.0,2.5,4.13
320.0,100.0,5.0,5.0,1.0,5.0,3.68
320.0,100.0,5.0,5.0,2.5,0.5,6.06
320.0,100.0,5.0,5.0,2.5,1.0,5.96
320.0,100.0,5.0,5.0,2.5,2.5,5.64
320.0,100.0,5.0,5.0,2.5,5.0,5.16
320.0,100.0,5.0,5.0,5.0,0.5,8.57
320.0,100.0,5.0,5.0,5.0,1.0,8.45
320.0,100.0,5.0,5.0,5.0,2.5,8.13
320.0,100.0,5.0,5.0,5.0,5.0,7.67
340.0,50.0,0.5,0.5,0.5,0.5,0.95
340.0,50.0,0.5,0.5,0.5,1.0,0.92
340.0,50.0,0.5,0.5,0.5,2.5,0.87
340.0,50.0,0.5,0.5,0.5,5.0,0.79
340.0,50.0,0.5,0.5,1.0,0.5,1.45
340.0,50.0,0.5,0.5,1.0,1.0,1.44
340.0,50.0,0.5,0.5,1.0,2.5,1.36
340.0,50.0,0.5,0.5,1.0,5.0,1.28
340.0,50.0,0.5,0.5,2.5,0.5,2.95
340.0,50.0,0.5,0.5,2.5,1.0,2.93
340.0,50.0,0.5,0.5,2.5,2.5,2.86
340.0,50.0,0.5,0.5,2.5,5.0,2.8
340.0,50.0,0.5,0.5,5.0,0.5,5.46
340.0,50.0,0.5,0.5,5.0,1.0,5.42
340.0,50.0,0.5,0.5,5.0,2.5,5.36
340.0,50.0,0.5,0.5,5.0,5.0,5.29
340.0,50.0,0.5,1.0,0.5,0.5,0.99
340.0,50.0,0.5,1.0,0.5,1.0,0.99
340.0,50.0,0.5,1.0,0.5,2.5,0.97
340.0,50.0,0.5,1.0,0.5,5.0,0.89
340.0,50.0,0.5,1.0,1.0,0.5,1.5
340.0,50.0,0.5,1.0,1.0,1.0,1.48
340.0,50.0,0.5,1.0,1.0,2.5,1.46
340.0,50.0,0.5,1.0,1.0,5.0,1.4
340.0,50.0,0.5,1.0,2.5,0.5,2.99
340.0,50.0,0.5,1.0,2.5,1.0,2.98
340.0,50.0,0.5,1.0,2.5,2.5,2.97
340.0,50.0,0.5,1.0,2.5,5.0,2.88
340.0,50.0,0.5,1.0,5.0,0.5,5.49
340.0,50.0,0.5,1.0,5.0,1.0,5.49
340.0,50.0,0.5,1.0,5.0,2.5,5.46
340.0,50.0,0.5,1.0,5.0,5.0,5.39
340.0,50.0,0.5,2.5,0.5,0.5,1.01
340.0,50.0,0.5,2.5,0.5,1.0,1.0
340.0,50.0,0.5,2.5,0.5,2.5,0.99
340.0,50.0,0.5,2.5,0.5,5.0,0.96
340.0,50.0,0.5,2.5,1.0,0.5,1.49
340.0,50.0,0.5,2.5,1.0,1.0,1.5
340.0,50.0,0.5,2.5,1.0,2.5,1.49
340.0,50.0,0.5,2.5,1.0,5.0,1.47
340.0,50.0,0.5,2.5,2.5,0.5,3.0
340.0,50.0,0.5,2.5,2.5,1.0,3.0
340.0,50.0,0.5,2.5,2.5,2.5,2.98
340.0,50.0,0.5,2.5,2.5,5.0,2.96
340.0,50.0,0.5,2.5,5.0,0.5,5.5
340.0,50.0,0.5,2.5,5.0,1.0,5.49
340.0,50.0,0.5,2.5,5.0,2.5,5.49
340.0,50.0,0.5,2.5,5.0,5.0,5.46
340.0,50.0,0.5,5.0,0.5,0.5,1.0
340.0,50.0,0.5,5.0,0.5,1.0,0.99
340.0,50.0,0.5,5.0,0.5,2.5,1.0
340.0,50.0,0.5,5.0,0.5,5.0,0.99
340.0,50.0,0.5,5.0,1.0,0.5,1.51
340.0,50.0,0.5,5.0,1.0,1.0,1.49
340.0,50.0,0.5,5.0,1.0,2.5,1.5
340.0,50.0,0.5,5.0,1.0,5.0,1.48
340.0,50.0,0.5,5.0,2.5,0.5,3.0
340.0,50.0,0.5,5.0,2.5,1.0,3.0
340.0,50.0,0.5,5.0,2.5,2.5,3.0
340.0,50.0,0.5,5.0,2.5,5.0,2.98
340.0,50.0,0.5,5.0,5.0,0.5,5.5
340.0,50.0,0.5,5.0,5.0,1.0,5.51
340.0,50.0,0.5,5.0,5.0,2.5,5.49
340.0,50.0,0.5,5.0,5.0,5.0,5.48
340.0,50.0,1.0,0.5,0.5,0.5,1.0
340.0,50.0,1.0,0.5,0.5,1.0,0.98
340.0,50.0,1.0,0.5,0.5,2.5,0.95
340.0,50.0,1.0,0.5,0.5,5.0,0.9
340.0,50.0,1.0,0.5,1.0,0.5,1.48
340.0,50.0,1.0,0.5,1.0,1.0,1.48
340.0,50.0,1.0,0.5,1.0,2.5,1.45
340.0,50.0,1.0,0.5,1.0,5.0,1.4
340.0,50.0,1.0,0.5,2.5,0.5,3.0
340.0,50.0,1.0,0.5,2.5,1.0,2.99
340.0,50.0,1.0,0.5,2.5,2.5,2.96
340.0,50.0,1.0,0.5,2.5,5.0,2.89
340.0,50.0,1.0,0.5,5.0,0.5,5.48
340.0,50.0,1.0,0.5,5.0,1.0,5.49
340.0,50.0,1.0,0.5,5.0,2.5,5.46
340.0,50.0,1.0,0.5,5.0,5.0,5.4
340.0,50.0,1.0,1.0,0.5,0.5,1.41
340.0,50.0,1.0,1.0,0.5,1.0,1.36
340.0,50.0,1.0,1.0,0.5,2.5,1.29
340.0,50.0,1.0,1.0,0.5,5.0,1.15
340.0,50.0,1.0,1.0,1.0,0.5,1.91
340.0,50.0,1.0,1.0,1.0,1.0,1.87
340.0,50.0,1.0,1.0,1.0,2.5,1.78
340.0,50.0,1.0,1.0,1.0,5.0,1.65
340.0,50.0,1.0,1.0,2.5,0.5,3.4
340.0,50.0,1.0,1.0,2.5,1.0,3.36
340.0,50.0,1.0,1.0,2.5,2.5,3.29
340.0,50.0,1.0,1.0,2.5,5.0,3.16
340.0,50.0,1.0,1.0,5.0,0.5,5.9
340.0,50.0,1.0,1.0,5.0,1.0,5.87
340.0,50.0,1.0,1.0,5.0,2.5,5.78
340.0,50.0,1.0,1.0,5.0,5.0,5.65
340.0,50.0,1.0,2.5,0.5,0.5,1.48
340.0,50.0,1.0,2.5,0.5,1.0,1.48
340.0,50.0,1.0,2.5,0.5,2.5,1.45
340.0,50.0,1.0,2.5,0.5,5.0,1.4
340.0,50.0,1.0,2.5,1.0,0.5,1.99
340.0,50.0,1.0,2.5,1.0,1.0,1.99
340.0,50.0,1.0,2.5,1.0,2.5,1.96
340.0,50.0,1.0,2.5,1.0,5.0,1.9
340.0,50.0,1.0,2.5,2.5,0.5,3.48
340.0,50.0,1.0,2.5,2.5,1.0,3.48
340.0,50.0,1.0,2.5,2.5,2.5,3.46
340.0,50.0,1.0,2.5,2.5,5.0,3.39
340.0,50.0,1.0,2.5,5.0,0.5,5.99
340.0,50.0,1.0,2.5,5.0,1.0,5.99
340.0,50.0,1.0,2.5,5.0,2.5,5.96
340.0,50.0,1.0,2.5,5.0,5.0,5.89
340.0,50.0,1.0,5.0,0.5,0.5,1.5
340.0,50.0,1.0,5.0,0.5,1.0,1.49
340.0,50.0,1.0,5.0,0.5,2.5,1.48
340.0,50.0,1.0,5.0,0.5,5.0,1.45
340.0,50.0,1.0,5.0,1.0,0.5,1.99
340.0,50.0,1.0,5.0,1.0,1.0,2.0
340.0,50.0,1.0,5.0,1.0,2.5,1.97
340.0,50.0,1.0,5.0,1.0,5.0,1.95
340.0,50.0,1.0,5.0,2.5,0.5,3.49
340.0,50.0,1.0,5.0,2.5,1.0,3.49
340.0,50.0,1.0,5.0,2.5,2.5,3.49
340.0,50.0,1.0,5.0,2.5,5.0,3.45
340.0,50.0,1.0,5.0,5.0,0.5,5.99
340.0,50.0,1.0,5.0,5.0,1.0,5.99
340.0,50.0,1.0,5.0,5.0,2.5,5.98
340.0,50.0,1.0,5.0,5.0,5.0,5.96
340.0,50.0,2.5,0.5,0.5,0.5,1.0
340.0,50.0,2.5,0.5,0.5,1.0,1.0
340.0,50.0,2.5,0.5,0.5,2.5,0.98
340.0,50.0,2.5,0.5,0.5,5.0,0.97
340.0,50.0,2.5,0.5,1.0,0.5,1.5
340.0,50.0,2.5,0.5,1.0,1.0,1.5
340.0,50.0,2.5,0.5,1.0,2.5,1.49
340.0,50.0,2.5,0.5,1.0,5.0,1.46
340.0,50.0,2.5,0.5,2.5,0.5,3.0
340.0,50.0,2.5,0.5,2.5,1.0,2.99
340.0,50.0,2.5,0.5,2.5,2.5,2.98
340.0,50.0,2.5,0.5,2.5,5.0,2.95
340.0,50.0,2.5,0.5,5.0,0.5,5.5
340.0,50.0,2.5,0.5,5.0,1.0,5.49
340.0,50.0,2.5,0.5,5.0,2.5,5.49
340.0,50.0,2.5,0.5,5.0,5.0,5.47
340.0,50.0,2.5,1.0,0.5,0.5,1.48
340.0,50.0,2.5,1.0,0.5,1.0,1.48
340.0,50.0,2.5,1.0,0.5,2.5,1.45
340.0,50.0,2.5,1.0,0.5,5.0,1.4
340.0,50.0,2.5,1.0,1.0,0.5,2.0
340.0,50.0,2.5,1.0,1.0,1.0,1.99
340.0,50.0,2.5,1.0,1.0,2.5,1.97
340.0,50.0,2.5,1.0,1.0,5.0,1.89
340.0,50.0,2.5,1.0,2.5,0.5,3.5
340.0,50.0,2.5,1.0,2.5,1.0,3.49
340.0,50.0,2.5,1.0,2.5,2.5,3.46
340.0,50.0,2.5,1.0,2.5,5.0,3.39
340.0,50.0,2.5,1.0,5.0,0.5,5.98
340.0,50.0,2.5,1.0,5.0,1.0,5.98
340.0,50.0,2.5,1.0,5.0,2.5,5.96
340.0,50.0,2.5,1.0,5.0,5.0,5.89
340.0,50.0,2.5,2.5,0.5,0.5,2.7
340.0,50.0,2.5,2.5,0.5,1.0,2.65
340.0,50.0,2.5,2.5,0.5,2.5,2.51
340.0,50.0,2.5,2.5,0.5,5.0,2.3
340.0,50.0,2.5,2.5,1.0,0.5,3.19
340.0,50.0,2.5,2.5,1.0,1.0,3.16
340.0,50.0,2.5,2.5,1.0,2.5,3.01
340.0,50.0,2.5,2.5,1.0,5.0,2.81
340.0,50.0,2.5,2.5,2.5,0.5,4.69
340.0,50.0,2.5,2.5,2.5,1.0,4.66
340.0,50.0,2.5,2.5,2.5,2.5,4.51
340.0,50.0,2.5,2.5,2.5,5.0,4.3
340.0,50.0,2.5,2.5,5.0,0.5,7.2
340.0,50.0,2.5,2.5,5.0,1.0,7.15
340.0,50.0,2.5,2.5,5.0,2.5,7.02
340.0,50.0,2.5,2.5,5.0,5.0,6.81
340.0,50.0,2.5,5.0,0.5,0.5,2.96
340.0,50.0,2.5,5.0,0.5,1.0,2.94
340.0,50.0,2.5,5.0,0.5,2.5,2.88
340.0,50.0,2.5,5.0,0.5,5.0,2.75
340.0,50.0,2.5,5.0,1.0,0.5,3.45
340.0,50.0,2.5,5.0,1.0,1.0,3.43
340.0,50.0,2.5,5.0,1.0,2.5,3.39
340.0,50.0,2.5,5.0,1.0,5.0,3.26
340.0,50.0,2.5,5.0,2.5,0.5,4.95
340.0,50.0,2.5,5.0,2.5,1.0,4.93
340.0,50.0,2.5,5.0,2.5,2.5,4.89
340.0,50.0,2.5,5.0,2.5,5.0,4.76
340.0,50.0,2.5,5.0,5.0,0.5,7.44
340.0,50.0,2.5,5.0,5.0,1.0,7.44
340.0,50.0,2.5,5.0,5.0,2.5,7.37
340.0,50.0,2.5,5.0,5.0,5.0,7.25
340.0,50.0,5.0,0.5,0.5,0.5,1.01
340.0,50.0,5.0,0.5,0.5,1.0,1.0
340.0,50.0,5.0,0.5,0.5,2.5,0.99
340.0,50.0,5.0,0.5,0.5,5.0,0.99
340.0,50.0,5.0,0.5,1.0,0.5,1.49
340.0,50.0,5.0,0.5,1.0,1.0,1.5
340.0,50.0,5.0,0.5,1.0,2.5,1.5
340.0,50.0,5.0,0.5,1.0,5.0,1.49
340.0,50.0,5.0,0.5,2.5,0.5,3.0
340.0,50.0,5.0,0.5,2.5,1.0,3.0
340.0,50.0,5.0,0.5,2.5,2.5,3.0
340.0,50.0,5.0,0.5,2.5,5.0,2.98
340.0,50.0,5.0,0.5,5.0,0.5,5.5
340.0,50.0,5.0,0.5,5.0,1.0,5.5
340.0,50.0,5.0,0.5,5.0,2.5,5.49
340.0,50.0,5.0,0.5,5.0,5.0,5.48
340.0,50.0,5.0,1.0,0.5,0.5,1.5
340.0,50.0,5.0,1.0,0.5,1.0,1.49
340.0,50.0,5.0,1.0,0.5,2.5,1.48
340.0,50.0,5.0,1.0,0.5,5.0,1.46
340.0,50.0,5.0,1.0,1.0,0.5,1.99
340.0,50.0,5.0,1.0,1.0,1.0,2.0
340.0,50.0,5.0,1.0,1.0,2.5,1.99
340.0,50.0,5.0,1.0,1.0,5.0,1.95
340.0,50.0,5.0,1.0,2.5,0.5,3.49
340.0,50.0,5.0,1.0,2.5,1.0,3.5
340.0,50.0,5.0,1.0,2.5,2.5,3.48
340.0,50.0,5.0,1.0,2.5,5.0,3.45
340.0,50.0,5.0,1.0,5.0,0.5,6.0
340.0,50.0,5.0,1.0,5.0,1.0,5.99
340.0,50.0,5.0,1.0,5.0,2.5,5.99
340.0,50.0,5.0,1.0,5.0,5.0,5.96
340.0,50.0,5.0,2.5,0.5,0.5,2.95
340.0,50.0,5.0,2.5,0.5,1.0,2.94
340.0,50.0,5.0,2.5,0.5,2.5,2.88
340.0,50.0,5.0,2.5,0.5,5.0,2.75
340.0,50.0,5.0,2.5,1.0,0.5,3.46
340.0,50.0,5.0,2.5,1.0,1.0,3.43
340.0,50.0,5.0,2.5,1.0,2.5,3.37
340.0,50.0,5.0,2.5,1.0,5.0,3.26
340.0,50.0,5.0,2.5,2.5,0.5,4.95
340.0,50.0,5.0,2.5,2.5,1.0,4.95
340.0,50.0,5.0,2.5,2.5,2.5,4.89
340.0,50.0,5.0,2.5,2.5,5.0,4.76
340.0,50.0,5.0,2.5,5.0,0.5,7.46
340.0,50.0,5.0,2.5,5.0,1.0,7.43
340.0,50.0,5.0,2.5,5.0,2.5,7.37
340.0,50.0,5.0,2.5,5.0,5.0,7.25
340.0,50.0,5.0,5.0,0.5,0.5,4.75
340.0,50.0,5.0,5.0,0.5,1.0,4.71
340.0,50.0,5.0,5.0,0.5,2.5,4.51
340.0,50.0,5.0,5.0,0.5,5.0,4.23
340.0,50.0,5.0,5.0,1.0,0.5,5.26
340.0,50.0,5.0,5.0,1.0,1.0,5.19
340.0,50.0,5.0,5.0,1.0,2.5,5.01
340.0,50.0,5.0,5.0,1.0,5.0,4.73
340.0,50.0,5.0,5.0,2.5,0.5,6.77
340.0,50.0,5.0,5.0,2.5,1.0,6.69
340.0,50.0,5.0,5.0,2.5,2.5,6.52
340.0,50.0,5.0,5.0,2.5,5.0,6.24
340.0,50.0,5.0,5.0,5.0,0.5,9.26
340.0,50.0,5.0,5.0,5.0,1.0,9.19
340.0,50.0,5.0,5.0,5.0,2.5,9.02
340.0,50.0,5.0,5.0,5.0,5.0,8.73
340.0,100.0,0.5,0.5,0.5,0.5,0.93
340.0,100.0,0.5,0.5,0.5,1.0,0.9
340.0,100.0,0.5,0.5,0.5,2.5,0.83
340.0,100.0,0.5,0.5,0.5,5.0,0.73
340.0,100.0,0.5,0.5,1.0,0.5,1.43
340.0,100.0,0.5,0.5,1.0,1.0,1.41
340.0,100.0,0.5,0.5,1.0,2.5,1.32
340.0,100.0,0.5,0.5,1.0,5.0,1.24
340.0,100.0,0.5,0.5,2.5,0.5,2.94
340.0,100.0,0.5,0.5,2.5,1.0,2.91
340.0,100.0,0.5,0.5,2.5,2.5,2.84
340.0,100.0,0.5,0.5,2.5,5.0,2.74
340.0,100.0,0.5,0.5,5.0,0.5,5.44
340.0,100.0,0.5,0.5,5.0,1.0,5.4
340.0,100.0,0.5,0.5,5.0,2.5,5.33
340.0,100.0,0.5,0.5,5.0,5.0,5.23
340.0,100.0,0.5,1.0,0.5,0.5,0.98
340.0,100.0,0.5,1.0,0.5,1.0,0.99
340.0,100.0,0.5,1.0,0.5,2.5,0.93
340.0,100.0,0.5,1.0,0.5,5.0,0.84
340.0,100.0,0.5,1.0,1.0,0.5,1.49
340.0,100.0,0.5,1.0,1.0,1.0,1.47
340.0,100.0,0.5,1.0,1.0,2.5,1.44
340.0,100.0,0.5,1.0,1.0,5.0,1.33
340.0,100.0,0.5,1.0,2.5,0.5,2.98
340.0,100.0,0.5,1.0,2.5,1.0,2.98
340.0,100.0,0.5,1.0,2.5,2.5,2.92
340.0,100.0,0.5,1.0,2.5,5.0,2.84
340.0,100.0,0.5,1.0,5.0,0.5,5.5
340.0,100.0,0.5,1.0,5.0,1.0,5.47
340.0,100.0,0.5,1.0,5.0,2.5,5.42
340.0,100.0,0.5,1.0,5.0,5.0,5.34
340.0,100.0,0.5,2.5,0.5,0.5,1.01
340.0,100.0,0.5,2.5,0.5,1.0,0.99
340.0,100.0,0.5,2.5,0.5,2.5,0.97
340.0,100.0,0.5,2.5,0.5,5.0,0.93
340.0,100.0,0.5,2.5,1.0,0.5,1.51
340.0,100.0,0.5,2.5,1.0,1.0,1.49
340.0,100.0,0.5,2.5,1.0,2.5,1.47
340.0,100.0,0.5,2.5,1.0,5.0,1.43
340.0,100.0,0.5,2.5,2.5,0.5,2.99
340.0,100.0,0.5,2.5,2.5,1.0,3.0
340.0,100.0,0.5,2.5,2.5,2.5,2.99
340.0,100.0,0.5,2.5,2.5,5.0,2.94
340.0,100.0,0.5,2.5,5.0,0.5,5.49
340.0,100.0,0.5,2.5,5.0,1.0,5.5
340.0,100.0,0.5,2.5,5.0,2.5,5.47
340.0,100.0,0.5,2.5,5.0,5.0,5.43
340.0,100.0,0.5,5.0,0.5,0.5,0.99
340.0,100.0,0.5,5.0,0.5,1.0,1.0
340.0,100.0,0.5,5.0,0.5,2.5,1.0
340.0,100.0,0.5,5.0,0.5,5.0,0.97
340.0,100.0,0.5,5.0,1.0,0.5,1.49
340.0,100.0,0.5,5.0,1.0,1.0,1.5
340.0,100.0,0.5,5.0,1.0,2.5,1.49
340.0,100.0,0.5,5.0,1.0,5.0,1.46
340.0,100.0,0.5,5.0,2.5,0.5,3.0
340.0,100.0,0.5,5.0,2.5,1.0,2.99
340.0,100.0,0.5,5.0,2.5,2.5,2.98
340.0,100.0,0.5,5.0,2.5,5.0,2.96
340.0,100.0,0.5,5.0,5.0,0.5,5.49
340.0,100.0,0.5,5.0,5.0,1.0,5.5
340.0,100.0,0.5,5.0,5.0,2.5,5.49
340.0,100.0,0.5,5.0,5.0,5.0,5.46
340.0,100.0,1.0,0.5,0.5,0.5,0.98
340.0,100.0,1.0,0.5,0.5,1.0,0.98
340.0,100.0,1.0,0.5,0.5,2.5,0.93
340.0,100.0,1.0,0.5,0.5,5.0,0.83
340.0,100.0,1.0,0.5,1.0,0.5,1.5
340.0,100.0,1.0,0.5,1.0,1.0,1.47
340.0,100.0,1.0,0.5,1.0,2.5,1.43
340.0,100.0,1.0,0.5,1.0,5.0,1.34
340.0,100.0,1.0,0.5,2.5,0.5,2.99
340.0,100.0,1.0,0.5,2.5,1.0,2.98
340.0,100.0,1.0,0.5,2.5,2.5,2.93
340.0,100.0,1.0,0.5,2.5,5.0,2.84
340.0,100.0,1.0,0.5,5.0,0.5,5.49
340.0,100.0,1.0,0.5,5.0,1.0,5.48
340.0,100.0,1.0,0.5,5.0,2.5,5.43
340.0,100.0,1.0,0.5,5.0,5.0,5.33
340.0,100.0,1.0,1.0,0.5,0.5,1.37
340.0,100.0,1.0,1.0,0.5,1.0,1.33
340.0,100.0,1.0,1.0,0.5,2.5,1.21
340.0,100.0,1.0,1.0,0.5,5.0,1.05
340.0,100.0,1.0,1.0,1.0,0.5,1.87
340.0,100.0,1.0,1.0,1.0,1.0,1.83
340.0,100.0,1.0,1.0,1.0,2.5,1.72
340.0,100.0,1.0,1.0,1.0,5.0,1.56
340.0,100.0,1.0,1.0,2.5,0.5,3.36
340.0,100.0,1.0,1.0,2.5,1.0,3.32
340.0,100.0,1.0,1.0,2.5,2.5,3.21
340.0,100.0,1.0,1.0,2.5,5.0,3.06
340.0,100.0,1.0,1.0,5.0,0.5,5.86
340.0,100.0,1.0,1.0,5.0,1.0,5.82
340.0,100.0,1.0,1.0,5.0,2.5,5.72
340.0,100.0,1.0,1.0,5.0,5.0,5.56
340.0,100.0,1.0,2.5,0.5,0.5,1.48
340.0,100.0,1.0,2.5,0.5,1.0,1.46
340.0,100.0,1.0,2.5,0.5,2.5,1.42
340.0,100.0,1.0,2.5,0.5,5.0,1.32
340.0,100.0,1.0,2.5,1.0,0.5,1.99
340.0,100.0,1.0,2.5,1.0,1.0,1.97
340.0,100.0,1.0,2.5,1.0,2.5,1.92
340.0,100.0,1.0,2.5,1.0,5.0,1.82
340.0,100.0,1.0,2.5,2.5,0.5,3.48
340.0,100.0,1.0,2.5,2.5,1.0,3.46
340.0,100.0,1.0,2.5,2.5,2.5,3.42
340.0,100.0,1.0,2.5,2.5,5.0,3.32
340.0,100.0,1.0,2.5,5.0,0.5,5.99
340.0,100.0,1.0,2.5,5.0,1.0,5.97
340.0,100.0,1.0,2.5,5.0,2.5,5.92
340.0,100.0,1.0,2.5,5.0,5.0,5.81
340.0,100.0,1.0,5.0,0.5,0.5,1.49
340.0,100.0,1.0,5.0,0.5,1.0,1.48
340.0,100.0,1.0,5.0,0.5,2.5,1.46
340.0,100.0,1.0,5.0,0.5,5.0,1.42
340.0,100.0,1.0,5.0,1.0,0.5,1.99
340.0,100.0,1.0,5.0,1.0,1.0,1.99
340.0,100.0,1.0,5.0,1.0,2.5,1.97
340.0,100.0,1.0,5.0,1.0,5.0,1.92
340.0,100.0,1.0,5.0,2.5,0.5,3.49
340.0,100.0,1.0,5.0,2.5,1.0,3.49
340.0,100.0,1.0,5.0,2.5,2.5,3.47
340.0,100.0,1.0,5.0,2.5,5.0,3.41
340.0,100.0,1.0,5.0,5.0,0.5,5.99
340.0,100.0,1.0,5.0,5.0,1.0,6.0
340.0,100.0,1.0,5.0,5.0,2.5,5.96
340.0,100.0,1.0,5.0,5.0,5.0,5.91
340.0,100.0,2.5,0.5,0.5,0.5,0.99
340.0,100.0,2.5,0.5,0.5,1.0,1.0
340.0,100.0,2.5,0.5,0.5,2.5,0.97
340.0,100.0,2.5,0.5,0.5,5.0,0.93
340.0,100.0,2.5,0.5,1.0,0.5,1.51
340.0,100.0,2.5,0.5,1.0,1.0,1.48
340.0,100.0,2.5,0.5,1.0,2.5,1.49
340.0,100.0,2.5,0.5,1.0,5.0,1.42
340.0,100.0,2.5,0.5,2.5,0.5,3.0
340.0,100.0,2.5,0.5,2.5,1.0,3.0
340.0,100.0,2.5,0.5,2.5,2.5,2.98
340.0,100.0,2.5,0.5,2.5,5.0,2.92
340.0,100.0,2.5,0.5,5.0,0.5,5.49
340.0,100.0,2.5,0.5,5.0,1.0,5.49
340.0,100.0,2.5,0.5,5.0,2.5,5.47
340.0,100.0,2.5,0.5,5.0,5.0,5.42
340.0,100.0,2.5,1.0,0.5,0.5,1.49
340.0,100.0,2.5,1.0,0.5,1.0,1.47
340.0,100.0,2.5,1.0,0.5,2.5,1.43
340.0,100.0,2.5,1.0,0.5,5.0,1.32
340.0,100.0,2.5,1.0,1.0,0.5,1.99
340.0,100.0,2.5,1.0,1.0,1.0,1.96
340.0,100.0,2.5,1.0,1.0,2.5,1.91
340.0,100.0,2.5,1.0,1.0,5.0,1.81
340.0,100.0,2.5,1.0,2.5,0.5,3.48
340.0,100.0,2.5,1.0,2.5,1.0,3.47
340.0,100.0,2.5,1.0,2.5,2.5,3.42
340.0,100.0,2.5,1.0,2.5,5.0,3.31
340.0,100.0,2.5,1.0,5.0,0.5,5.99
340.0,100.0,2.5,1.0,5.0,1.0,5.98
340.0,100.0,2.5,1.0,5.0,2.5,5.92
340.0,100.0,2.5,1.0,5.0,5.0,5.82
340.0,100.0,2.5,2.5,0.5,0.5,2.6
340.0,100.0,2.5,2.5,0.5,1.0,2.54
340.0,100.0,2.5,2.5,0.5,2.5,2.37
340.0,100.0,2.5,2.5,0.5,5.0,2.11
340.0,100.0,2.5,2.5,1.0,0.5,3.1
340.0,100.0,2.5,2.5,1.0,1.0,3.04
340.0,100.0,2.5,2.5,1.0,2.5,2.86
340.0,100.0,2.5,2.5,1.0,5.0,2.61
340.0,100.0,2.5,2.5,2.5,0.5,4.6
340.0,100.0,2.5,2.5,2.5,1.0,4.54
340.0,100.0,2.5,2.5,2.5,2.5,4.37
340.0,100.0,2.5,2.5,2.5,5.0,4.1
340.0,100.0,2.5,2.5,5.0,0.5,7.1
340.0,100.0,2.5,2.5,5.0,1.0,7.04
340.0,100.0,2.5,2.5,5.0,2.5,6.87
340.0,100.0,2.5,2.5,5.0,5.0,6.6
340.0,100.0,2.5,5.0,0.5,0.5,2.91
340.0,100.0,2.5,5.0,0.5,1.0,2.87
340.0,100.0,2.5,5.0,0.5,2.5,2.78
340.0,100.0,2.5,5.0,0.5,5.0,2.59
340.0,100.0,2.5,5.0,1.0,0.5,3.41
340.0,100.0,2.5,5.0,1.0,1.0,3.37
340.0,100.0,2.5,5.0,1.0,2.5,3.28
340.0,100.0,2.5,5.0,1.0,5.0,3.08
340.0,100.0,2.5,5.0,2.5,0.5,4.91
340.0,100.0,2.5,5.0,2.5,1.0,4.88
340.0,100.0,2.5,5.0,2.5,2.5,4.79
340.0,100.0,2.5,5.0,2.5,5.0,4.59
340.0,100.0,2.5,5.0,5.0,0.5,7.41
340.0,100.0,2.5,5.0,5.0,1.0,7.37
340.0,100.0,2.5,5.0,5.0,2.5,7.28
340.0,100.0,2.5,5.0,5.0,5.0,7.09
340.0,100.0,5.0,0.5,0.5,0.5,0.99
340.0,100.0,5.0,0.5,0.5,1.0,1.0
340.0,100.0,5.0,0.5,0.5,2.5,0.99
340.0,100.0,5.0,0.5,0.5,5.0,0.97
340.0,100.0,5.0,0.5,1.0,0.5,1.5
340.0,100.0,5.0,0.5,1.0,1.0,1.51
340.0,100.0,5.0,0.5,1.0,2.5,1.49
340.0,100.0,5.0,0.5,1.0,5.0,1.47
340.0,100.0,5.0,0.5,2.5,0.5,2.99
340.0,100.0,5.0,0.5,2.5,1.0,3.0
340.0,100.0,5.0,0.5,2.5,2.5,3.0
340.0,100.0,5.0,0.5,2.5,5.0,2.96
340.0,100.0,5.0,0.5,5.0,0.5,5.5
340.0,100.0,5.0,0.5,5.0,1.0,5.5
340.0,100.0,5.0,0.5,5.0,2.5,5.48
340.0,100.0,5.0,0.5,5.0,5.0,5.47
340.0,100.0,5.0,1.0,0.5,0.5,1.5
340.0,100.0,5.0,1.0,0.5,1.0,1.48
340.0,100.0,5.0,1.0,0.5,2.5,1.46
340.0,100.0,5.0,1.0,0.5,5.0,1.42
340.0,100.0,5.0,1.0,1.0,0.5,2.0
